INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
2173,T,190409,211948,40.714145N,73.953634W,5    ,0   ,91 ,         
2174,T,190409,211949,40.714145N,73.953634W,5    ,0   ,91 ,         
2175,T,190409,211950,40.714145N,73.953634W,5    ,0   ,91 ,         
2176,T,190409,211951,40.714145N,73.953634W,5    ,0   ,91 ,         
2177,T,190409,211952,40.714145N,73.953634W,5    ,0   ,91 ,         
2178,T,190409,211953,40.714145N,73.953634W,5    ,0   ,91 ,         
2179,T,190409,211954,40.714145N,73.953634W,5    ,0   ,91 ,         
2180,T,190409,211955,40.714145N,73.953634W,5    ,0   ,91 ,         
2181,T,190409,211956,40.714145N,73.953634W,5    ,0   ,91 ,         
2182,T,190409,211957,40.714145N,73.953634W,5    ,0   ,91 ,         
2183,T,190409,211958,40.714145N,73.953634W,5    ,0   ,91 ,         
2184,T,190409,211959,40.714145N,73.953634W,5    ,0   ,91 ,         
2185,T,190409,212000,40.714145N,73.953634W,5    ,0   ,91 ,         
2186,T,190409,212001,40.714145N,73.953634W,5    ,0   ,91 ,         
2187,T,190409,212002,40.714145N,73.953634W,5    ,0   ,91 ,         
2188,T,190409,212003,40.714145N,73.953634W,5    ,0   ,91 ,         
2189,T,190409,212004,40.714145N,73.953634W,5    ,0   ,91 ,         
2190,T,190409,212005,40.714145N,73.953634W,5    ,0   ,91 ,         
2191,T,190409,212006,40.714145N,73.953634W,5    ,0   ,91 ,         
2192,T,190409,212007,40.714145N,73.953634W,5    ,0   ,91 ,         
2193,T,190409,212008,40.714145N,73.953634W,5    ,0   ,91 ,         
2194,T,190409,212010,40.714145N,73.953634W,5    ,0   ,91 ,         
2195,T,190409,212011,40.714145N,73.953634W,5    ,0   ,91 ,         
2196,T,190409,212012,40.714145N,73.953634W,5    ,0   ,91 ,         
2197,T,190409,212013,40.714145N,73.953634W,5    ,0   ,91 ,         
2198,T,190409,212014,40.714145N,73.953634W,5    ,0   ,91 ,         
2199,T,190409,212015,40.714145N,73.953634W,5    ,0   ,91 ,         
2200,T,190409,212016,40.714145N,73.953634W,5    ,0   ,91 ,         
2201,T,190409,212017,40.714145N,73.953634W,5    ,0   ,91 ,         
2202,T,190409,212018,40.714145N,73.953634W,5    ,0   ,91 ,         
2203,T,190409,212019,40.714145N,73.953634W,5    ,0   ,91 ,         
2204,T,190409,212020,40.714145N,73.953634W,5    ,0   ,91 ,         
2205,T,190409,212021,40.714145N,73.953634W,5    ,0   ,91 ,         
2206,T,190409,212022,40.714145N,73.953634W,5    ,0   ,91 ,         
2207,T,190409,212023,40.714145N,73.953634W,5    ,0   ,91 ,         
2208,T,190409,212024,40.714145N,73.953634W,5    ,0   ,91 ,         
2209,T,190409,212025,40.714145N,73.953634W,5    ,0   ,91 ,         
2210,T,190409,212026,40.714145N,73.953634W,5    ,0   ,91 ,         
2211,T,190409,212027,40.714145N,73.953634W,5    ,0   ,91 ,         
2212,T,190409,212028,40.714145N,73.953634W,5    ,0   ,91 ,         
2213,T,190409,212029,40.714145N,73.953634W,5    ,0   ,91 ,         
2214,T,190409,212030,40.714145N,73.953634W,5    ,0   ,91 ,         
2215,T,190409,212031,40.714145N,73.953634W,5    ,0   ,91 ,         
2216,T,190409,212032,40.714145N,73.953634W,5    ,0   ,91 ,         
2217,T,190409,212033,40.714145N,73.953634W,5    ,0   ,91 ,         
2218,T,190409,212034,40.714145N,73.953634W,5    ,0   ,91 ,         
2219,T,190409,212035,40.714145N,73.953634W,5    ,0   ,91 ,         
2220,T,190409,212036,40.714145N,73.953634W,5    ,10  ,91 ,         
2221,T,190409,212037,40.714138N,73.953598W,5    ,11  ,103,         
2222,T,190409,212038,40.714133N,73.953558W,5    ,12  ,103,         
2223,T,190409,212039,40.714133N,73.953511W,5    ,13  ,102,         
2224,T,190409,212040,40.714156N,73.953476W,6    ,12  ,100,         
2225,T,190409,212041,40.714173N,73.953334W,6    ,26  ,99 ,         
2226,T,190409,212042,40.714216N,73.953208W,7    ,27  ,97 ,         
2227,T,190409,212043,40.714246N,73.953089W,7    ,27  ,95 ,         
2228,T,190409,212044,40.714251N,73.952916W,7    ,28  ,94 ,         
2229,T,190409,212045,40.714249N,73.952776W,7    ,26  ,93 ,         
2230,T,190409,212046,40.714255N,73.95268W,7    ,21  ,91 ,         
2231,T,190409,212047,40.714249N,73.952603W,7    ,15  ,90 ,         
2232,T,190409,212048,40.714226N,73.952523W,6    ,11  ,90 ,         
2233,T,190409,212049,40.714186N,73.952428W,6    ,8   ,90 ,         
2234,T,190409,212050,40.714159N,73.952366W,5    ,4   ,90 ,         
2235,T,190409,212051,40.714139N,73.952331W,5    ,0   ,90 ,         
2236,T,190409,212052,40.714128N,73.952315W,4    ,0   ,90 ,         
2237,T,190409,212053,40.714121N,73.952304W,4    ,0   ,90 ,         
2238,T,190409,212056,40.714126N,73.952246W,3    ,12  ,81 ,         
2239,T,190409,212057,40.714125N,73.952198W,3    ,12  ,82 ,         
2240,T,190409,212058,40.714121N,73.952156W,2    ,8   ,85 ,         
2241,T,190409,212059,40.714121N,73.952126W,2    ,6   ,86 ,         
2242,T,190409,212100,40.714121N,73.952103W,1    ,6   ,83 ,         
2243,T,190409,212101,40.71412N,73.952075W,1    ,8   ,85 ,         
2244,T,190409,212102,40.71412N,73.952036W,0    ,12  ,86 ,         
2245,T,190409,212103,40.714125N,73.951988W,0    ,14  ,77 ,         
2246,T,190409,212105,40.714136N,73.951858W,0    ,22  ,78 ,         
2247,T,190409,212106,40.714126N,73.951768W,0    ,25  ,80 ,         
2248,T,190409,212107,40.714123N,73.951674W,0    ,27  ,81 ,         
2249,T,190409,212108,40.714128N,73.951576W,0    ,30  ,82 ,         
2250,T,190409,212109,40.714138N,73.95147W,-0   ,33  ,83 ,         
2251,T,190409,212110,40.714145N,73.951361W,-0   ,33  ,84 ,         
2252,T,190409,212111,40.714146N,73.951254W,-0   ,31  ,86 ,         
2253,T,190409,212112,40.714148N,73.951153W,-0   ,29  ,88 ,         
2254,T,190409,212113,40.714156N,73.951058W,-0   ,26  ,89 ,         
2255,T,190409,212114,40.714163N,73.950969W,-0   ,26  ,90 ,         
2256,T,190409,212115,40.714168N,73.950874W,-0   ,29  ,90 ,         
2257,T,190409,212116,40.714173N,73.950771W,-1   ,32  ,89 ,         
2258,T,190409,212117,40.714183N,73.95066W,-1   ,35  ,89 ,         
2259,T,190409,212118,40.714188N,73.950538W,-1   ,37  ,89 ,         
2260,T,190409,212119,40.714191N,73.950411W,-0   ,38  ,88 ,         
2261,T,190409,212120,40.714196N,73.95028W,-0   ,38  ,87 ,         
2262,T,190409,212121,40.714196N,73.950148W,-0   ,37  ,88 ,         
2263,T,190409,212122,40.714195N,73.950033W,-0   ,29  ,88 ,         
2264,T,190409,212123,40.714196N,73.949938W,-0   ,25  ,88 ,         
2265,T,190409,212124,40.714203N,73.94986W,-0   ,20  ,87 ,         
2266,T,190409,212125,40.714204N,73.949789W,-0   ,19  ,88 ,         
2267,T,190409,212126,40.714204N,73.949725W,-0   ,19  ,88 ,         
2268,T,190409,212127,40.714203N,73.94966W,-0   ,19  ,89 ,         
2269,T,190409,212128,40.714203N,73.949588W,-0   ,23  ,90 ,         
2270,T,190409,212129,40.714203N,73.949506W,-0   ,26  ,91 ,         
2271,T,190409,212130,40.714206N,73.949421W,1    ,27  ,89 ,         
2272,T,190409,212131,40.71421N,73.949333W,1    ,26  ,87 ,         
2273,T,190409,212132,40.714215N,73.94924W,1    ,29  ,86 ,         
2274,T,190409,212133,40.714221N,73.949138W,1    ,32  ,84 ,         
2275,T,190409,212134,40.714228N,73.949024W,2    ,35  ,84 ,         
2276,T,190409,212135,40.714238N,73.948911W,2    ,34  ,82 ,         
2277,T,190409,212136,40.714244N,73.948806W,2    ,29  ,87 ,         
2278,T,190409,212137,40.714246N,73.948716W,3    ,24  ,88 ,         
2279,T,190409,212138,40.714256N,73.948644W,4    ,21  ,87 ,         
2280,T,190409,212139,40.714265N,73.948578W,5    ,21  ,85 ,         
2281,T,190409,212140,40.714271N,73.948508W,5    ,21  ,84 ,         
2282,T,190409,212141,40.714273N,73.948431W,6    ,25  ,83 ,         
2283,T,190409,212142,40.714283N,73.948346W,6    ,28  ,80 ,         
2284,T,190409,212143,40.714293N,73.948246W,6    ,32  ,80 ,         
2285,T,190409,212144,40.714298N,73.948126W,6    ,34  ,80 ,         
2286,T,190409,212145,40.71431N,73.948008W,6    ,34  ,81 ,         
2287,T,190409,212146,40.714318N,73.947891W,6    ,34  ,82 ,         
2288,T,190409,212147,40.714341N,73.947776W,7    ,36  ,83 ,         
2289,T,190409,212148,40.714346N,73.947655W,7    ,37  ,82 ,         
2290,T,190409,212149,40.714355N,73.947533W,8    ,37  ,82 ,         
2291,T,190409,212150,40.714363N,73.947411W,8    ,37  ,81 ,         
2292,T,190409,212151,40.714374N,73.947288W,9    ,37  ,81 ,         
2293,T,190409,212152,40.714385N,73.947161W,9    ,36  ,81 ,         
2294,T,190409,212153,40.714395N,73.947041W,9    ,35  ,82 ,         
2295,T,190409,212154,40.714408N,73.946924W,9    ,35  ,82 ,         
2296,T,190409,212155,40.714418N,73.946806W,9    ,37  ,82 ,         
2297,T,190409,212156,40.71443N,73.946688W,9    ,37  ,82 ,         
2298,T,190409,212157,40.71444N,73.946568W,10   ,36  ,82 ,         
2299,T,190409,212158,40.714451N,73.946459W,10   ,29  ,82 ,         
2300,T,190409,212159,40.71446N,73.946373W,10   ,23  ,82 ,         
2301,T,190409,212200,40.714463N,73.946306W,10   ,18  ,84 ,         
2302,T,190409,212201,40.714464N,73.946253W,10   ,15  ,91 ,         
2303,T,190409,212202,40.714476N,73.946213W,11   ,14  ,90 ,         
2304,T,190409,212203,40.714478N,73.946164W,11   ,17  ,89 ,         
2305,T,190409,212204,40.714475N,73.946105W,11   ,19  ,89 ,         
2306,T,190409,212205,40.714475N,73.946043W,11   ,17  ,88 ,         
2307,T,190409,212206,40.71448N,73.945986W,12   ,16  ,87 ,         
2308,T,190409,212207,40.714486N,73.945928W,12   ,18  ,86 ,         
2309,T,190409,212208,40.714496N,73.94586W,12   ,23  ,86 ,         
2310,T,190409,212209,40.714508N,73.945773W,13   ,29  ,85 ,         
2311,T,190409,212210,40.714518N,73.945674W,13   ,29  ,83 ,         
2312,T,190409,212211,40.714526N,73.945583W,13   ,25  ,83 ,         
2313,T,190409,212212,40.714531N,73.9455W,14   ,22  ,82 ,         
2314,T,190409,212213,40.714536N,73.945428W,14   ,18  ,82 ,         
2315,T,190409,212214,40.714543N,73.945373W,14   ,14  ,82 ,         
2316,T,190409,212215,40.714554N,73.945328W,14   ,12  ,82 ,         
2317,T,190409,212216,40.714551N,73.945293W,14   ,11  ,83 ,         
2318,T,190409,212217,40.71456N,73.945258W,14   ,11  ,85 ,         
2319,T,190409,212218,40.714568N,73.945215W,15   ,13  ,87 ,         
2320,T,190409,212219,40.714583N,73.945164W,15   ,16  ,86 ,         
2321,T,190409,212220,40.714605N,73.945109W,16   ,17  ,75 ,         
2322,T,190409,212221,40.714616N,73.94505W,16   ,18  ,77 ,         
2323,T,190409,212222,40.714625N,73.94499W,16   ,18  ,77 ,         
2324,T,190409,212223,40.714628N,73.944931W,16   ,17  ,83 ,         
2325,T,190409,212224,40.714633N,73.94488W,15   ,14  ,82 ,         
2326,T,190409,212225,40.714634N,73.944831W,15   ,12  ,84 ,         
2327,T,190409,212226,40.71464N,73.944791W,15   ,11  ,82 ,         
2328,T,190409,212227,40.714643N,73.944754W,15   ,11  ,80 ,         
2329,T,190409,212228,40.714641N,73.944713W,15   ,11  ,83 ,         
2330,T,190409,212229,40.714641N,73.944663W,14   ,16  ,81 ,         
2331,T,190409,212230,40.714643N,73.944598W,14   ,21  ,81 ,         
2332,T,190409,212231,40.714648N,73.944528W,13   ,20  ,81 ,         
2333,T,190409,212232,40.714646N,73.944456W,13   ,19  ,81 ,         
2334,T,190409,213230,40.714603N,73.944434W,11   ,31  ,262,         
2335,T,190409,213231,40.714591N,73.944538W,11   ,31  ,262,         
2336,T,190409,213232,40.714581N,73.94464W,11   ,30  ,262,         
2337,T,190409,213233,40.714571N,73.944748W,11   ,33  ,262,         
2338,T,190409,213234,40.714561N,73.944858W,11   ,34  ,262,         
2339,T,190409,213235,40.71455N,73.944971W,11   ,33  ,262,         
2340,T,190409,213236,40.714539N,73.945083W,11   ,34  ,262,         
2341,T,190409,213237,40.71453N,73.945198W,11   ,35  ,263,         
2342,T,190409,213238,40.71452N,73.945318W,11   ,37  ,263,         
2343,T,190409,213239,40.714508N,73.945443W,11   ,38  ,263,         
2344,T,190409,213240,40.714496N,73.945563W,11   ,36  ,262,         
2345,T,190409,213241,40.714486N,73.945669W,11   ,28  ,262,         
2346,T,190409,213242,40.714476N,73.945749W,11   ,21  ,261,         
2347,T,190409,213243,40.714471N,73.945809W,11   ,15  ,262,         
2348,T,190409,213244,40.714471N,73.945849W,11   ,9   ,263,         
2349,T,190409,213245,40.714471N,73.945876W,11   ,6   ,265,         
2350,T,190409,213246,40.714471N,73.945894W,11   ,4   ,265,         
2351,T,190409,213247,40.714475N,73.945906W,12   ,0   ,265,         
2352,T,190409,213248,40.71448N,73.945911W,12   ,0   ,265,         
2353,T,190409,213249,40.714483N,73.945913W,12   ,0   ,265,         
2354,T,190409,213250,40.714485N,73.945911W,12   ,0   ,265,         
2355,T,190409,213251,40.714485N,73.945911W,12   ,0   ,265,         
2356,T,190409,213252,40.714485N,73.945911W,12   ,0   ,265,         
2357,T,190409,213253,40.714485N,73.945911W,12   ,0   ,265,         
2358,T,190409,213254,40.714485N,73.945911W,12   ,0   ,265,         
2359,T,190409,213255,40.714485N,73.945911W,12   ,0   ,265,         
2360,T,190409,213256,40.714485N,73.945911W,12   ,0   ,265,         
2361,T,190409,213257,40.714485N,73.945911W,12   ,0   ,265,         
2362,T,190409,213258,40.714485N,73.945911W,12   ,0   ,265,         
2363,T,190409,213259,40.714485N,73.945911W,12   ,0   ,265,         
2364,T,190409,213300,40.714485N,73.945911W,12   ,0   ,265,         
2365,T,190409,213301,40.714485N,73.945911W,12   ,0   ,265,         
2366,T,190409,213302,40.714485N,73.945911W,12   ,0   ,265,         
2367,T,190409,213303,40.714485N,73.945911W,12   ,0   ,265,         
2368,T,190409,213304,40.714485N,73.945911W,12   ,0   ,265,         
2369,T,190409,213305,40.714485N,73.945911W,12   ,0   ,265,         
2370,T,190409,213306,40.714485N,73.945911W,12   ,0   ,265,         
2371,T,190409,213307,40.714485N,73.945911W,12   ,0   ,265,         
2372,T,190409,213308,40.714485N,73.945911W,12   ,0   ,265,         
2373,T,190409,213309,40.714485N,73.945911W,12   ,0   ,265,         
2374,T,190409,213310,40.714485N,73.945911W,12   ,0   ,265,         
2375,T,190409,213311,40.714485N,73.945911W,12   ,0   ,265,         
2376,T,190409,213312,40.714485N,73.945911W,12   ,0   ,265,         
2377,T,190409,213313,40.714485N,73.945911W,12   ,0   ,265,         
2378,T,190409,213314,40.714485N,73.945911W,12   ,0   ,265,         
2379,T,190409,213315,40.714485N,73.945911W,12   ,0   ,265,         
2380,T,190409,213316,40.714485N,73.945911W,12   ,0   ,265,         
2381,T,190409,213317,40.714485N,73.945911W,12   ,0   ,265,         
2382,T,190409,213318,40.714485N,73.945911W,12   ,0   ,265,         
2383,T,190409,213319,40.714481N,73.945934W,12   ,9   ,264,         
2384,T,190409,213320,40.714476N,73.945971W,12   ,13  ,264,         
2385,T,190409,213321,40.714468N,73.946021W,13   ,16  ,264,         
2386,T,190409,213322,40.714464N,73.946083W,13   ,19  ,263,         
2387,T,190409,213323,40.714453N,73.946163W,13   ,23  ,262,         
2388,T,190409,213324,40.71444N,73.946253W,14   ,27  ,262,         
2389,T,190409,213325,40.714428N,73.946348W,14   ,29  ,262,         
2390,T,190409,213326,40.714418N,73.946446W,14   ,29  ,261,         
2391,T,190409,213327,40.714408N,73.946544W,14   ,29  ,261,         
2392,T,190409,213328,40.714398N,73.946643W,14   ,30  ,261,         
2393,T,190409,213330,40.714374N,73.946853W,14   ,32  ,261,         
2394,T,190409,213331,40.714364N,73.946959W,14   ,32  ,262,         
2395,T,190409,213332,40.714355N,73.947064W,14   ,31  ,262,         
2396,T,190409,213333,40.714345N,73.947166W,14   ,30  ,262,         
2397,T,190409,213334,40.714333N,73.947263W,14   ,29  ,261,         
2398,T,190409,213335,40.714323N,73.947353W,14   ,26  ,261,         
2399,T,190409,213336,40.714316N,73.947431W,14   ,23  ,261,         
2400,T,190409,213337,40.714311N,73.947503W,14   ,20  ,261,         
2401,T,190409,213338,40.714308N,73.947574W,13   ,22  ,262,         
2402,T,190409,213339,40.714301N,73.947656W,13   ,26  ,262,         
2403,T,190409,213340,40.714293N,73.947746W,13   ,27  ,262,         
2404,T,190409,213341,40.714283N,73.94784W,13   ,28  ,263,         
2405,T,190409,213342,40.714273N,73.94793W,13   ,27  ,262,         
2406,T,190409,213343,40.714263N,73.94802W,13   ,27  ,261,         
2407,T,190409,213344,40.714251N,73.948108W,13   ,27  ,260,         
2408,T,190409,213345,40.714244N,73.948203W,12   ,29  ,261,         
2409,T,190409,213346,40.714236N,73.948299W,12   ,29  ,261,         
2410,T,190409,213347,40.714229N,73.948396W,11   ,30  ,263,         
2411,T,190409,213348,40.714221N,73.948489W,11   ,27  ,264,         
2412,T,190409,213349,40.714215N,73.948569W,11   ,22  ,265,         
2413,T,190409,213350,40.71421N,73.948631W,11   ,16  ,264,         
2414,T,190409,213351,40.714211N,73.948673W,11   ,12  ,265,         
2415,T,190409,213352,40.714218N,73.948708W,11   ,9   ,266,         
2416,T,190409,213353,40.714216N,73.948733W,10   ,8   ,266,         
2417,T,190409,213354,40.714215N,73.948758W,10   ,7   ,258,         
2418,T,190409,213355,40.714211N,73.948779W,10   ,6   ,253,         
2419,T,190409,213356,40.714206N,73.948798W,10   ,5   ,253,         
2420,T,190409,213357,40.714204N,73.948811W,10   ,0   ,253,         
2421,T,190409,213358,40.714204N,73.94882W,10   ,0   ,253,         
2422,T,190409,213359,40.714208N,73.948833W,10   ,0   ,253,         
2423,T,190409,213400,40.714206N,73.948848W,10   ,4   ,253,         
2424,T,190409,213401,40.714203N,73.948863W,10   ,4   ,253,         
2425,T,190409,213402,40.714203N,73.948879W,10   ,5   ,255,         
2426,T,190409,213403,40.714201N,73.948901W,10   ,6   ,256,         
2427,T,190409,213404,40.714199N,73.948929W,10   ,9   ,258,         
2428,T,190409,213405,40.714199N,73.948968W,11   ,12  ,260,         
2429,T,190409,213406,40.714193N,73.949013W,10   ,14  ,261,         
2430,T,190409,213407,40.714188N,73.949061W,10   ,15  ,262,         
2431,T,190409,213408,40.714183N,73.949113W,10   ,16  ,262,         
2432,T,190409,213409,40.71418N,73.949171W,10   ,18  ,263,         
2433,T,190409,213410,40.714173N,73.949238W,10   ,22  ,263,         
2434,T,190409,213411,40.714166N,73.949323W,9    ,27  ,264,         
2435,T,190409,213412,40.714161N,73.949414W,9    ,28  ,266,         
2436,T,190409,213413,40.714158N,73.94951W,9    ,27  ,266,         
2437,T,190409,213415,40.714153N,73.949683W,8    ,24  ,268,         
2438,T,190409,213416,40.714153N,73.949763W,8    ,24  ,268,         
2439,T,190409,213417,40.71415N,73.949843W,8    ,25  ,268,         
2440,T,190409,213418,40.714148N,73.949923W,8    ,25  ,270,         
2441,T,190409,213420,40.714151N,73.950088W,7    ,24  ,270,         
2442,T,190409,213421,40.714151N,73.950166W,7    ,24  ,270,         
2443,T,190409,213422,40.71415N,73.950248W,7    ,24  ,271,         
2444,T,190409,213423,40.714163N,73.950338W,7    ,24  ,270,         
2445,T,190409,213424,40.714163N,73.950421W,7    ,24  ,270,         
2446,T,190409,213425,40.714166N,73.950506W,7    ,25  ,270,         
2447,T,190409,213426,40.714166N,73.95058W,7    ,20  ,270,         
2448,T,190409,213427,40.71417N,73.950643W,7    ,15  ,270,         
2449,T,190409,213428,40.714173N,73.95069W,7    ,13  ,270,         
2450,T,190409,213429,40.714171N,73.950733W,7    ,13  ,270,         
2451,T,190409,213430,40.71417N,73.950773W,7    ,11  ,270,         
2452,T,190409,213431,40.714166N,73.950808W,7    ,9   ,270,         
2453,T,190409,213432,40.714165N,73.950836W,7    ,8   ,269,         
2454,T,190409,213433,40.714168N,73.950863W,7    ,7   ,269,         
2455,T,190409,213434,40.714166N,73.950886W,7    ,6   ,269,         
2456,T,190409,213435,40.714165N,73.950903W,7    ,4   ,269,         
2457,T,190409,213436,40.714165N,73.950916W,7    ,3   ,268,         
2458,T,190409,213437,40.714161N,73.950923W,7    ,0   ,268,         
2459,T,190409,213438,40.714161N,73.950928W,7    ,0   ,268,         
2460,T,190409,213439,40.714161N,73.950934W,7    ,0   ,268,         
2461,T,190409,213440,40.714163N,73.950939W,7    ,0   ,268,         
2462,T,190409,213441,40.714163N,73.950944W,8    ,0   ,268,         
2463,T,190409,213442,40.714163N,73.950944W,8    ,0   ,268,         
2464,T,190409,213443,40.714163N,73.950944W,8    ,0   ,268,         
2465,T,190409,213444,40.714163N,73.950944W,8    ,0   ,268,         
2466,T,190409,213445,40.714163N,73.950944W,8    ,0   ,268,         
2467,T,190409,213446,40.714163N,73.950944W,8    ,0   ,268,         
2468,T,190409,213447,40.714163N,73.950944W,8    ,0   ,268,         
2469,T,190409,213448,40.714163N,73.950951W,8    ,3   ,268,         
2470,T,190409,213449,40.714161N,73.950964W,8    ,5   ,270,         
2471,T,190409,213450,40.714159N,73.950983W,8    ,6   ,270,         
2472,T,190409,213451,40.714159N,73.951006W,8    ,7   ,270,         
2473,T,190409,213452,40.714161N,73.951031W,8    ,8   ,268,         
2474,T,190409,213453,40.714168N,73.951059W,8    ,8   ,266,         
2475,T,190409,213454,40.714173N,73.951089W,7    ,9   ,271,         
2476,T,190409,213455,40.714175N,73.951123W,7    ,10  ,271,         
2477,T,190409,213456,40.714176N,73.951168W,7    ,14  ,271,         
2478,T,190409,213457,40.714178N,73.951221W,7    ,16  ,271,         
2479,T,190409,213458,40.714181N,73.951278W,7    ,17  ,271,         
2480,T,190409,213459,40.714181N,73.951335W,6    ,17  ,272,         
2481,T,190409,213500,40.714181N,73.951396W,6    ,18  ,270,         
2482,T,190409,213501,40.714181N,73.951463W,6    ,21  ,271,         
2483,T,190409,213502,40.714183N,73.951545W,6    ,26  ,271,         
2484,T,190409,213503,40.714183N,73.951635W,7    ,27  ,271,         
2485,T,190409,213504,40.714183N,73.951726W,7    ,27  ,271,         
2486,T,190409,213505,40.714184N,73.951816W,7    ,27  ,272,         
2487,T,190409,213506,40.714188N,73.951909W,7    ,28  ,272,         
2488,T,190409,213507,40.71419N,73.951999W,7    ,26  ,272,         
2489,T,190409,213508,40.714188N,73.952091W,8    ,28  ,272,         
2490,T,190409,213509,40.714181N,73.952186W,8    ,29  ,271,         
2491,T,190409,213510,40.714175N,73.952285W,8    ,29  ,269,         
2492,T,190409,213511,40.714171N,73.952383W,8    ,28  ,268,         
2493,T,190409,213512,40.714168N,73.952483W,9    ,31  ,268,         
2494,T,190409,213513,40.714165N,73.952591W,9    ,33  ,268,         
2495,T,190409,213514,40.714161N,73.952705W,9    ,35  ,268,         
2496,T,190409,213515,40.714159N,73.952823W,9    ,35  ,269,         
2497,T,190409,213516,40.714161N,73.952936W,10   ,34  ,270,         
2498,T,190409,213517,40.714165N,73.953046W,10   ,33  ,272,         
2499,T,190409,213518,40.714168N,73.953153W,11   ,31  ,272,         
2500,T,190409,213519,40.714165N,73.953256W,11   ,31  ,271,         
2501,T,190409,213520,40.714153N,73.953353W,11   ,29  ,271,         
2502,T,190409,213521,40.714158N,73.95346W,11   ,32  ,272,         
2503,T,190409,213522,40.714156N,73.953576W,10   ,32  ,275,         
2504,T,190409,213523,40.714145N,73.953676W,9    ,30  ,271,         
2505,T,190409,213525,40.714121N,73.953883W,10   ,30  ,267,         
2506,T,190409,213526,40.714121N,73.95399W,10   ,30  ,267,         
2507,T,190409,213527,40.714121N,73.954098W,10   ,31  ,268,         
2508,T,190409,213528,40.714121N,73.954206W,10   ,31  ,267,         
2509,T,190409,213635,40.714078N,73.954273W,19   ,29  ,93 ,         
2510,T,190409,213636,40.714083N,73.954171W,18   ,31  ,92 ,         
2511,T,190409,213637,40.714085N,73.954063W,17   ,33  ,90 ,         
2512,T,190409,213638,40.714096N,73.953951W,17   ,34  ,89 ,         
2513,T,190409,213640,40.714106N,73.953711W,16   ,36  ,88 ,         
2514,T,190409,213641,40.714105N,73.953589W,16   ,36  ,89 ,         
2515,T,190409,213642,40.714101N,73.953468W,16   ,37  ,90 ,         
2516,T,190409,213643,40.714094N,73.953341W,16   ,38  ,91 ,         
2517,T,190409,213644,40.71408N,73.953214W,16   ,38  ,93 ,         
2518,T,190409,213645,40.714075N,73.953089W,17   ,38  ,94 ,         
2519,T,190409,213646,40.714083N,73.95295W,16   ,38  ,92 ,         
2520,T,190409,213647,40.714088N,73.952803W,16   ,38  ,92 ,         
2521,T,190409,213648,40.714093N,73.952661W,16   ,38  ,90 ,         
2522,T,190409,213649,40.71409N,73.952525W,16   ,37  ,89 ,         
2523,T,190409,213650,40.714094N,73.952393W,16   ,36  ,89 ,         
2524,T,190409,213651,40.7141N,73.952266W,15   ,34  ,89 ,         
2525,T,190409,213652,40.714101N,73.952153W,15   ,30  ,88 ,         
2526,T,190409,213653,40.714103N,73.95205W,15   ,27  ,89 ,         
2527,T,190409,213654,40.714106N,73.951963W,15   ,22  ,89 ,         
2528,T,190409,213655,40.714103N,73.951895W,14   ,17  ,90 ,         
2529,T,190409,213656,40.714103N,73.951843W,14   ,14  ,87 ,         
2530,T,190409,213657,40.7141N,73.951788W,14   ,15  ,90 ,         
2531,T,190409,213658,40.714093N,73.951721W,14   ,20  ,92 ,         
2532,T,190409,213659,40.714088N,73.951641W,13   ,25  ,90 ,         
2533,T,190409,213700,40.714086N,73.951546W,13   ,30  ,89 ,         
2534,T,190409,213701,40.714091N,73.95144W,13   ,34  ,88 ,         
2535,T,190409,213702,40.714093N,73.951321W,14   ,38  ,88 ,         
2536,T,190409,213703,40.714098N,73.951194W,13   ,39  ,88 ,         
2537,T,190409,213704,40.7141N,73.951061W,13   ,40  ,89 ,         
2538,T,190409,213705,40.7141N,73.950924W,13   ,42  ,90 ,         
2539,T,190409,213706,40.714103N,73.950783W,13   ,43  ,91 ,         
2540,T,190409,213707,40.714111N,73.950641W,12   ,43  ,91 ,         
2541,T,190409,213708,40.714109N,73.950501W,13   ,42  ,92 ,         
2542,T,190409,213709,40.714111N,73.950364W,13   ,41  ,92 ,         
2543,T,190409,213710,40.71412N,73.950233W,13   ,40  ,91 ,         
2544,T,190409,213711,40.714121N,73.950103W,14   ,39  ,91 ,         
2545,T,190409,213712,40.714121N,73.949974W,14   ,39  ,90 ,         
2546,T,190409,213713,40.714126N,73.949846W,14   ,39  ,88 ,         
2547,T,190409,213714,40.714131N,73.949716W,14   ,38  ,88 ,         
2548,T,190409,213715,40.714139N,73.949588W,14   ,38  ,87 ,         
2549,T,190409,213716,40.714154N,73.949459W,13   ,38  ,86 ,         
2550,T,190409,213717,40.714161N,73.949328W,13   ,38  ,86 ,         
2551,T,190409,213718,40.714168N,73.949193W,12   ,39  ,85 ,         
2552,T,190409,213719,40.714176N,73.949059W,11   ,39  ,84 ,         
2553,T,190409,213720,40.714188N,73.948926W,11   ,39  ,83 ,         
2554,T,190409,213721,40.714198N,73.948793W,11   ,39  ,83 ,         
2555,T,190409,213722,40.714208N,73.948665W,10   ,38  ,83 ,         
2556,T,190409,213723,40.714216N,73.948539W,10   ,37  ,84 ,         
2557,T,190409,213724,40.714225N,73.948415W,10   ,37  ,85 ,         
