INDEX,TAG,DATE,TIME,LATITUDE N/S,LONGITUDE E/W,HEIGHT,SPEED,HEADING,VOX
3179,T,190409,105122,40.714703N,73.939906W,39   ,38  ,272,         
3180,T,190409,105123,40.714706N,73.940034W,39   ,37  ,272,         
3181,T,190409,105124,40.714711N,73.940158W,39   ,36  ,272,         
3182,T,190409,105125,40.714716N,73.940278W,40   ,35  ,272,         
3183,T,190409,105126,40.714716N,73.940393W,40   ,33  ,272,         
3184,T,190409,105127,40.714718N,73.940504W,40   ,33  ,271,         
3185,T,190409,105128,40.714719N,73.940615W,40   ,32  ,271,         
3186,T,190409,105129,40.714723N,73.940723W,40   ,32  ,272,         
3187,T,190409,105130,40.714728N,73.940828W,40   ,31  ,273,         
3188,T,190409,105131,40.714728N,73.940936W,40   ,31  ,274,         
3189,T,190409,105132,40.714731N,73.94104W,41   ,30  ,275,         
3190,T,190409,105133,40.714733N,73.941141W,41   ,30  ,274,         
3191,T,190409,105134,40.714743N,73.941239W,41   ,29  ,272,         
3192,T,190409,105135,40.714753N,73.941336W,42   ,28  ,272,         
3193,T,190409,105136,40.714763N,73.94143W,42   ,27  ,271,         
3194,T,190409,105137,40.714769N,73.941513W,42   ,24  ,270,         
3195,T,190409,105138,40.714778N,73.941568W,42   ,14  ,272,         
3196,T,190409,105139,40.714785N,73.941599W,42   ,7   ,272,         
3197,T,190409,105140,40.714786N,73.94161W,42   ,0   ,272,         
3198,T,190409,105141,40.714783N,73.941608W,43   ,0   ,272,         
3199,T,190409,105142,40.714781N,73.941604W,43   ,0   ,272,         
3200,T,190409,105143,40.71478N,73.941603W,43   ,0   ,272,         
3201,T,190409,105144,40.714778N,73.941601W,43   ,0   ,272,         
3202,T,190409,105145,40.714776N,73.941599W,43   ,0   ,272,         
3203,T,190409,105146,40.714774N,73.941599W,43   ,0   ,272,         
3204,T,190409,105147,40.714774N,73.941599W,43   ,0   ,272,         
3205,T,190409,105148,40.714773N,73.941599W,43   ,0   ,272,         
3206,T,190409,105149,40.714773N,73.941599W,43   ,0   ,272,         
3207,T,190409,105150,40.714771N,73.941599W,43   ,0   ,272,         
3208,T,190409,105151,40.714771N,73.941601W,43   ,0   ,272,         
3209,T,190409,105152,40.714771N,73.941601W,43   ,0   ,272,         
3210,T,190409,105153,40.714771N,73.941601W,43   ,0   ,272,         
3211,T,190409,105154,40.714773N,73.941601W,43   ,0   ,272,         
3212,T,190409,105155,40.714773N,73.941601W,43   ,0   ,272,         
3213,T,190409,105156,40.714773N,73.941601W,43   ,0   ,272,         
3214,T,190409,105157,40.714773N,73.941601W,43   ,0   ,272,         
3215,T,190409,105158,40.714773N,73.941603W,43   ,0   ,272,         
3216,T,190409,105159,40.714773N,73.941603W,43   ,0   ,272,         
3217,T,190409,105200,40.714773N,73.941603W,43   ,0   ,272,         
3218,T,190409,105201,40.714774N,73.941603W,43   ,0   ,272,         
3219,T,190409,105202,40.714774N,73.941603W,43   ,0   ,272,         
3220,T,190409,105203,40.714774N,73.941603W,43   ,0   ,272,         
3221,T,190409,105204,40.714774N,73.941603W,43   ,0   ,272,         
3222,T,190409,105205,40.714774N,73.941603W,43   ,0   ,272,         
3223,T,190409,105206,40.714774N,73.941603W,43   ,0   ,272,         
3224,T,190409,105207,40.714774N,73.941603W,43   ,0   ,272,         
3225,T,190409,105208,40.714774N,73.941603W,43   ,0   ,272,         
3226,T,190409,105209,40.71478N,73.941611W,43   ,6   ,287,         
3227,T,190409,105210,40.714783N,73.941648W,43   ,11  ,278,         
3228,T,190409,105211,40.714818N,73.941706W,42   ,13  ,278,         
3229,T,190409,105212,40.71484N,73.941754W,42   ,13  ,276,         
3230,T,190409,105213,40.714845N,73.941801W,41   ,12  ,273,         
3231,T,190409,105214,40.714851N,73.941835W,41   ,7   ,274,         
3232,T,190409,105215,40.714856N,73.941856W,41   ,5   ,271,         
3233,T,190409,105216,40.714846N,73.941874W,40   ,0   ,271,         
3234,T,190409,105217,40.714836N,73.941885W,39   ,0   ,271,         
3235,T,190409,105218,40.71483N,73.941891W,39   ,0   ,271,         
3236,T,190409,105219,40.714826N,73.941895W,38   ,0   ,271,         
3237,T,190409,105220,40.714826N,73.941901W,38   ,0   ,271,         
3238,T,190409,105221,40.71483N,73.941915W,38   ,3   ,285,         
3239,T,190409,105222,40.714834N,73.941934W,37   ,5   ,285,         
3240,T,190409,105223,40.714841N,73.941971W,37   ,16  ,283,         
3241,T,190409,105224,40.714846N,73.942031W,37   ,20  ,283,         
3242,T,190409,105225,40.714841N,73.942101W,37   ,21  ,273,         
3243,T,190409,105226,40.714836N,73.942173W,37   ,21  ,272,         
3244,T,190409,105227,40.714826N,73.942245W,36   ,21  ,268,         
3245,T,190409,105228,40.714821N,73.942318W,36   ,23  ,266,         
3246,T,190409,105229,40.714814N,73.942395W,36   ,23  ,266,         
3247,T,190409,105230,40.714806N,73.942473W,36   ,23  ,266,         
3248,T,190409,105231,40.714796N,73.942548W,36   ,22  ,263,         
3249,T,190409,105232,40.714785N,73.942628W,36   ,24  ,261,         
3250,T,190409,105233,40.714774N,73.942713W,35   ,26  ,262,         
3251,T,190409,105234,40.714766N,73.942805W,35   ,29  ,262,         
3252,T,190409,105235,40.714756N,73.942905W,34   ,31  ,262,         
3253,T,190409,105236,40.714748N,73.943013W,34   ,34  ,264,         
3254,T,190409,105237,40.71474N,73.943124W,33   ,35  ,264,         
3255,T,190409,105238,40.714728N,73.943236W,33   ,34  ,264,         
3256,T,190409,105239,40.714716N,73.943346W,32   ,33  ,262,         
3257,T,190409,105240,40.714708N,73.943451W,31   ,32  ,263,         
3258,T,190409,105241,40.714701N,73.943558W,30   ,33  ,263,         
3259,T,190409,105242,40.714693N,73.943666W,30   ,33  ,264,         
3260,T,190409,105243,40.714686N,73.943774W,29   ,33  ,264,         
3261,T,190409,105244,40.714681N,73.943888W,28   ,34  ,264,         
3262,T,190409,105245,40.714673N,73.944003W,27   ,35  ,264,         
3263,T,190409,105246,40.714665N,73.944121W,26   ,35  ,264,         
3264,T,190409,105247,40.714656N,73.944241W,25   ,36  ,264,         
3265,T,190409,105248,40.714646N,73.944358W,24   ,34  ,264,         
3266,T,190409,105249,40.714634N,73.944468W,23   ,34  ,264,         
3267,T,190409,105250,40.71462N,73.944584W,22   ,35  ,263,         
3268,T,190409,105251,40.714601N,73.944704W,22   ,36  ,261,         
3269,T,190409,105252,40.714588N,73.944821W,21   ,36  ,260,         
3270,T,190409,105253,40.714576N,73.944939W,21   ,36  ,260,         
3271,T,190409,105254,40.714568N,73.945054W,20   ,35  ,261,         
3272,T,190409,105255,40.714554N,73.945168W,20   ,35  ,262,         
3273,T,190409,105256,40.714544N,73.945276W,19   ,33  ,262,         
3274,T,190409,105257,40.714533N,73.945385W,18   ,33  ,262,         
3275,T,190409,105258,40.714523N,73.945491W,17   ,32  ,262,         
3276,T,190409,105259,40.714516N,73.945598W,17   ,33  ,262,         
3277,T,190409,105300,40.714509N,73.945706W,16   ,33  ,262,         
3278,T,190409,105301,40.714499N,73.945816W,16   ,34  ,263,         
3279,T,190409,105302,40.71449N,73.945934W,15   ,36  ,263,         
3280,T,190409,105303,40.714478N,73.946053W,14   ,35  ,262,         
3281,T,190409,105304,40.71447N,73.946171W,13   ,35  ,263,         
3282,T,190409,105305,40.714463N,73.946286W,12   ,35  ,263,         
3283,T,190409,105306,40.714456N,73.946403W,11   ,35  ,263,         
3284,T,190409,105307,40.714451N,73.946513W,10   ,33  ,263,         
3285,T,190409,105308,40.714445N,73.946621W,10   ,33  ,262,         
3286,T,190409,105309,40.714433N,73.946729W,9    ,33  ,261,         
3287,T,190409,105310,40.714423N,73.946843W,9    ,35  ,261,         
3288,T,190409,105311,40.714416N,73.946958W,9    ,36  ,261,         
3289,T,190409,105312,40.714404N,73.947079W,9    ,38  ,261,         
3290,T,190409,105313,40.7144N,73.947201W,9    ,37  ,262,         
3291,T,190409,105314,40.714395N,73.947323W,9    ,37  ,263,         
3292,T,190409,105315,40.71439N,73.947438W,9    ,36  ,263,         
3293,T,190409,105316,40.714373N,73.947551W,11   ,36  ,263,         
3294,T,190409,105317,40.714363N,73.947666W,11   ,35  ,263,         
3295,T,190409,105318,40.714355N,73.947778W,11   ,34  ,263,         
3296,T,190409,105320,40.714326N,73.948001W,10   ,34  ,262,         
3297,T,190409,105321,40.714311N,73.948113W,11   ,33  ,261,         
3298,T,190409,105322,40.7143N,73.948219W,10   ,33  ,261,         
3299,T,190409,105323,40.714293N,73.948326W,10   ,32  ,262,         
3300,T,190409,105324,40.714283N,73.948433W,10   ,32  ,262,         
3301,T,190409,105325,40.714273N,73.948538W,10   ,33  ,263,         
3302,T,190409,105326,40.714268N,73.948646W,10   ,34  ,263,         
3303,T,190409,105327,40.714258N,73.948763W,10   ,36  ,264,         
3304,T,190409,105328,40.714244N,73.948886W,9    ,37  ,263,         
3305,T,190409,105329,40.714235N,73.949009W,9    ,37  ,263,         
3306,T,190409,105330,40.714223N,73.949131W,9    ,37  ,263,         
3307,T,190409,105331,40.714215N,73.949255W,8    ,38  ,263,         
3308,T,190409,105332,40.714206N,73.949381W,8    ,38  ,264,         
3309,T,190409,105333,40.714199N,73.94951W,7    ,37  ,265,         
3310,T,190409,105334,40.714193N,73.949636W,6    ,36  ,266,         
3311,T,190409,105335,40.714191N,73.949758W,5    ,36  ,268,         
3312,T,190409,105336,40.71418N,73.949873W,7    ,37  ,270,         
3313,T,190409,105337,40.714178N,73.949996W,6    ,37  ,270,         
3314,T,190409,105338,40.714176N,73.950121W,6    ,38  ,270,         
3315,T,190409,105339,40.714176N,73.950246W,6    ,38  ,271,         
3316,T,190409,105340,40.714168N,73.950376W,8    ,37  ,270,         
3317,T,190409,105341,40.714166N,73.950501W,8    ,37  ,270,         
3318,T,190409,105342,40.714166N,73.950625W,8    ,37  ,269,         
3319,T,190409,105343,40.714166N,73.95075W,8    ,38  ,269,         
3320,T,190409,105344,40.714163N,73.950876W,8    ,38  ,268,         
3321,T,190409,105345,40.714161N,73.951003W,8    ,38  ,268,         
3322,T,190409,105346,40.714163N,73.951126W,7    ,37  ,269,         
3323,T,190409,105347,40.714166N,73.951249W,7    ,37  ,270,         
3324,T,190409,105348,40.714166N,73.951369W,8    ,37  ,271,         
3325,T,190409,105349,40.714166N,73.951494W,8    ,38  ,271,         
3326,T,190409,105556,40.714055N,73.951581W,-11  ,44  ,86 ,         
3327,T,190409,105557,40.714063N,73.951426W,-11  ,45  ,87 ,         
3328,T,190409,105558,40.714063N,73.951275W,-11  ,46  ,89 ,         
3329,T,190409,105559,40.714063N,73.951121W,-11  ,46  ,90 ,         
3330,T,190409,105600,40.714061N,73.950968W,-11  ,47  ,92 ,         
3331,T,190409,105601,40.71406N,73.950811W,-11  ,47  ,91 ,         
3332,T,190409,105602,40.714055N,73.950653W,-11  ,47  ,90 ,         
3333,T,190409,105603,40.714063N,73.950491W,-11  ,47  ,90 ,         
3334,T,190409,105604,40.714063N,73.950334W,-10  ,47  ,89 ,         
3335,T,190409,105605,40.714064N,73.950176W,-10  ,46  ,89 ,         
3336,T,190409,105606,40.714064N,73.950024W,-10  ,44  ,89 ,         
3337,T,190409,105607,40.714063N,73.949881W,-10  ,42  ,89 ,         
3338,T,190409,105608,40.714058N,73.94974W,-10  ,41  ,90 ,         
3339,T,190409,105609,40.714055N,73.949605W,-9   ,41  ,90 ,         
3340,T,190409,105610,40.71406N,73.949468W,-9   ,41  ,89 ,         
3341,T,190409,105611,40.714068N,73.949328W,-9   ,41  ,87 ,         
3342,T,190409,105612,40.714078N,73.949188W,-8   ,42  ,86 ,         
3343,T,190409,105613,40.714085N,73.949048W,-8   ,42  ,85 ,         
3344,T,190409,105614,40.714096N,73.948904W,-8   ,43  ,83 ,         
3345,T,190409,105615,40.714111N,73.948766W,-8   ,42  ,83 ,         
3346,T,190409,105616,40.714126N,73.948631W,-8   ,41  ,82 ,         
3347,T,190409,105617,40.714139N,73.948498W,-8   ,40  ,82 ,         
3348,T,190409,105618,40.714148N,73.948363W,-8   ,40  ,83 ,         
3349,T,190409,105619,40.714156N,73.948235W,-8   ,36  ,84 ,         
3350,T,190409,105620,40.714161N,73.948128W,-8   ,29  ,83 ,         
3351,T,190409,105621,40.714166N,73.948048W,-7   ,21  ,82 ,         
3352,T,190409,105622,40.714158N,73.947994W,-7   ,16  ,81 ,         
3353,T,190409,105623,40.714154N,73.947951W,-7   ,10  ,81 ,         
3354,T,190409,105624,40.714154N,73.947923W,-7   ,5   ,81 ,         
3355,T,190409,105625,40.714165N,73.947908W,-7   ,0   ,81 ,         
3356,T,190409,105626,40.714178N,73.9479W,-6   ,0   ,81 ,         
3357,T,190409,105627,40.714181N,73.947901W,-6   ,0   ,81 ,         
3358,T,190409,105628,40.71419N,73.9479W,-5   ,0   ,81 ,         
3359,T,190409,105629,40.71419N,73.947903W,-6   ,0   ,81 ,         
3360,T,190409,105630,40.714191N,73.947903W,-6   ,0   ,81 ,         
3361,T,190409,105631,40.714191N,73.947903W,-6   ,0   ,81 ,         
3362,T,190409,105632,40.714191N,73.947903W,-6   ,0   ,81 ,         
3363,T,190409,105633,40.714191N,73.947903W,-6   ,0   ,81 ,         
3364,T,190409,105634,40.714191N,73.947903W,-6   ,0   ,81 ,         
3365,T,190409,105635,40.714191N,73.947903W,-6   ,0   ,81 ,         
3366,T,190409,105636,40.714191N,73.947903W,-6   ,0   ,81 ,         
3367,T,190409,105637,40.714191N,73.947903W,-6   ,0   ,81 ,         
3368,T,190409,105638,40.714191N,73.947903W,-6   ,0   ,81 ,         
3369,T,190409,105639,40.714191N,73.947903W,-6   ,0   ,81 ,         
3370,T,190409,105640,40.714191N,73.947903W,-6   ,0   ,81 ,         
3371,T,190409,105641,40.714191N,73.947903W,-6   ,0   ,81 ,         
3372,T,190409,105642,40.714191N,73.947896W,-6   ,0   ,81 ,         
3373,T,190409,105643,40.714191N,73.947886W,-6   ,3   ,81 ,         
3374,T,190409,105644,40.714184N,73.947841W,-5   ,20  ,82 ,         
3375,T,190409,105645,40.714188N,73.947761W,-5   ,24  ,82 ,         
3376,T,190409,105646,40.714196N,73.947671W,-5   ,25  ,84 ,         
3377,T,190409,105647,40.714206N,73.947578W,-4   ,25  ,83 ,         
3378,T,190409,105648,40.71422N,73.947488W,-4   ,26  ,81 ,         
3379,T,190409,105649,40.714235N,73.9474W,-3   ,27  ,82 ,         
3380,T,190409,105650,40.714244N,73.947304W,-3   ,28  ,82 ,         
3381,T,190409,105651,40.714258N,73.947208W,-3   ,29  ,81 ,         
3382,T,190409,105652,40.714265N,73.947108W,-3   ,30  ,81 ,         
3383,T,190409,105653,40.714283N,73.946984W,-2   ,31  ,82 ,         
3384,T,190409,105654,40.714295N,73.946875W,-2   ,31  ,81 ,         
3385,T,190409,105655,40.714306N,73.946766W,-2   ,30  ,81 ,         
3386,T,190409,105656,40.714328N,73.946658W,-1   ,30  ,81 ,         
3387,T,190409,105657,40.714343N,73.946553W,-1   ,29  ,81 ,         
3388,T,190409,105658,40.714359N,73.946451W,-1   ,30  ,80 ,         
3389,T,190409,105659,40.714374N,73.946348W,-1   ,32  ,79 ,         
3390,T,190409,105700,40.714388N,73.946238W,-1   ,35  ,79 ,         
3391,T,190409,105701,40.714396N,73.946123W,-0   ,35  ,80 ,         
3392,T,190409,105702,40.714383N,73.946004W,-0   ,36  ,82 ,         
3393,T,190409,105703,40.714385N,73.94588W,0    ,37  ,83 ,         
3394,T,190409,105704,40.714388N,73.945755W,0    ,36  ,83 ,         
3395,T,190409,105705,40.7144N,73.945633W,1    ,35  ,83 ,         
3396,T,190409,105706,40.714413N,73.945518W,1    ,35  ,83 ,         
3397,T,190409,105707,40.714421N,73.945398W,1    ,36  ,83 ,         
3398,T,190409,105708,40.71443N,73.945275W,1    ,37  ,84 ,         
3399,T,190409,105709,40.71444N,73.945151W,1    ,37  ,84 ,         
3400,T,190409,105710,40.714453N,73.945028W,2    ,37  ,83 ,         
3401,T,190409,105711,40.714461N,73.944903W,2    ,38  ,83 ,         
3402,T,190409,105712,40.714471N,73.944778W,2    ,37  ,83 ,         
3403,T,190409,105713,40.714481N,73.944651W,3    ,38  ,82 ,         
3404,T,190409,105714,40.714498N,73.944523W,3    ,39  ,82 ,         
3405,T,190409,105715,40.714508N,73.944393W,3    ,40  ,82 ,         
3406,T,190409,105716,40.71452N,73.944256W,3    ,41  ,82 ,         
3407,T,190409,105717,40.714533N,73.944119W,3    ,40  ,82 ,         
3408,T,190409,105718,40.714548N,73.943986W,4    ,39  ,82 ,         
3409,T,190409,105719,40.714561N,73.943856W,4    ,38  ,82 ,         
3410,T,190409,105720,40.714575N,73.943728W,4    ,39  ,82 ,         
3411,T,190409,105721,40.714591N,73.9436W,4    ,39  ,81 ,         
3412,T,190409,105722,40.714601N,73.943473W,4    ,38  ,82 ,         
3413,T,190409,105723,40.714611N,73.943351W,4    ,35  ,83 ,         
3414,T,190409,105724,40.714621N,73.943244W,4    ,28  ,83 ,         
3415,T,190409,105725,40.714631N,73.943161W,4    ,21  ,83 ,         
3416,T,190409,105726,40.714661N,73.943106W,5    ,15  ,84 ,         
3417,T,190409,105727,40.714663N,73.943066W,5    ,9   ,84 ,         
3418,T,190409,105728,40.714668N,73.943053W,5    ,0   ,84 ,         
3419,T,190409,105729,40.714673N,73.943049W,5    ,0   ,84 ,         
3420,T,190409,105730,40.714676N,73.943051W,6    ,0   ,84 ,         
3421,T,190409,105731,40.714683N,73.943053W,6    ,0   ,84 ,         
3422,T,190409,105732,40.714681N,73.943056W,6    ,0   ,84 ,         
3423,T,190409,105733,40.714681N,73.94306W,6    ,0   ,84 ,         
3424,T,190409,105734,40.714681N,73.94306W,6    ,0   ,84 ,         
3425,T,190409,105735,40.714681N,73.94306W,6    ,0   ,84 ,         
3426,T,190409,105736,40.714681N,73.94306W,6    ,0   ,84 ,         
3427,T,190409,105737,40.714681N,73.943058W,6    ,0   ,84 ,         
3428,T,190409,105738,40.714683N,73.943058W,6    ,0   ,84 ,         
3429,T,190409,105739,40.714681N,73.943058W,6    ,0   ,84 ,         
3430,T,190409,105740,40.714681N,73.943054W,6    ,0   ,84 ,         
3431,T,190409,105741,40.714681N,73.943053W,6    ,0   ,84 ,         
3432,T,190409,105742,40.714681N,73.943053W,6    ,0   ,84 ,         
3433,T,190409,105743,40.714681N,73.943053W,6    ,0   ,84 ,         
3434,T,190409,105744,40.714681N,73.943053W,6    ,0   ,84 ,         
3435,T,190409,105745,40.714681N,73.943053W,6    ,0   ,84 ,         
3436,T,190409,105746,40.714681N,73.943053W,6    ,0   ,84 ,         
3437,T,190409,105747,40.714681N,73.943053W,6    ,0   ,84 ,         
3438,T,190409,105748,40.714681N,73.943053W,6    ,0   ,84 ,         
3439,T,190409,105749,40.714681N,73.943053W,6    ,0   ,84 ,         
3440,T,190409,105750,40.714681N,73.943053W,6    ,0   ,84 ,         
3441,T,190409,105751,40.714681N,73.943053W,6    ,0   ,84 ,         
3442,T,190409,105752,40.714681N,73.943053W,6    ,0   ,84 ,         
3443,T,190409,105753,40.714681N,73.943053W,6    ,0   ,84 ,         
3444,T,190409,105754,40.714681N,73.943053W,6    ,0   ,84 ,         
3445,T,190409,105755,40.714681N,73.943053W,6    ,0   ,84 ,         
3446,T,190409,105756,40.714681N,73.943053W,6    ,0   ,84 ,         
3447,T,190409,105757,40.714681N,73.943053W,6    ,0   ,84 ,         
3448,T,190409,105758,40.714681N,73.943053W,6    ,0   ,84 ,         
3449,T,190409,105759,40.714681N,73.943053W,6    ,0   ,84 ,         
3450,T,190409,105800,40.714681N,73.943053W,6    ,0   ,84 ,         
3451,T,190409,105801,40.714681N,73.943053W,6    ,0   ,84 ,         
3452,T,190409,105802,40.714681N,73.943053W,6    ,0   ,84 ,         
3453,T,190409,105803,40.714681N,73.943053W,6    ,0   ,84 ,         
3454,T,190409,105804,40.714681N,73.943053W,6    ,0   ,84 ,         
3455,T,190409,105805,40.714681N,73.943053W,6    ,0   ,84 ,         
3456,T,190409,105806,40.714681N,73.943053W,6    ,0   ,84 ,         
3457,T,190409,105807,40.714681N,73.943053W,6    ,0   ,84 ,         
3458,T,190409,105808,40.714681N,73.943053W,6    ,0   ,84 ,         
3459,T,190409,105809,40.714681N,73.943053W,6    ,0   ,84 ,         
3460,T,190409,105810,40.714681N,73.943053W,6    ,0   ,84 ,         
3461,T,190409,105811,40.714681N,73.943053W,6    ,0   ,84 ,         
3462,T,190409,105812,40.714679N,73.943048W,6    ,8   ,82 ,         
3463,T,190409,105813,40.714685N,73.943004W,7    ,15  ,81 ,         
3464,T,190409,105814,40.71469N,73.942943W,6    ,20  ,82 ,         
3465,T,190409,105815,40.714695N,73.942864W,6    ,24  ,83 ,         
3466,T,190409,105816,40.714701N,73.942778W,6    ,26  ,83 ,         
3467,T,190409,105817,40.714708N,73.942688W,6    ,27  ,84 ,         
3468,T,190409,105818,40.714715N,73.942599W,6    ,26  ,84 ,         
3469,T,190409,105819,40.714721N,73.942515W,6    ,24  ,85 ,         
3470,T,190409,105820,40.714724N,73.942433W,5    ,23  ,85 ,         
3471,T,190409,105821,40.714726N,73.942353W,5    ,24  ,86 ,         
3472,T,190409,105822,40.714724N,73.942268W,5    ,26  ,87 ,         
3473,T,190409,105823,40.714723N,73.942171W,5    ,30  ,88 ,         
3474,T,190409,105824,40.714719N,73.942061W,5    ,33  ,90 ,         
3475,T,190409,105825,40.714716N,73.941948W,5    ,33  ,91 ,         
3476,T,190409,105826,40.714713N,73.941836W,4    ,32  ,91 ,         
3477,T,190409,105827,40.714708N,73.941724W,4    ,32  ,92 ,         
3478,T,190409,105828,40.714703N,73.941613W,4    ,33  ,92 ,         
3479,T,190409,105829,40.7147N,73.941501W,4    ,33  ,91 ,         
3480,T,190409,105830,40.714696N,73.941388W,4    ,34  ,91 ,         
3481,T,190409,105831,40.714691N,73.941271W,4    ,34  ,91 ,         
3482,T,190409,105832,40.714688N,73.941156W,4    ,34  ,91 ,         
3483,T,190409,105833,40.714685N,73.941041W,3    ,34  ,91 ,         
3484,T,190409,105834,40.714685N,73.940926W,3    ,34  ,90 ,         
3485,T,190409,105835,40.714679N,73.940808W,3    ,35  ,91 ,         
3486,T,190409,105836,40.714674N,73.94069W,3    ,35  ,91 ,         
3487,T,190409,105837,40.714668N,73.940571W,3    ,35  ,92 ,         
3488,T,190409,105838,40.714655N,73.940451W,3    ,36  ,93 ,         
3489,T,190409,105839,40.714648N,73.940328W,3    ,37  ,94 ,         
3490,T,190409,105840,40.714638N,73.940208W,2    ,35  ,94 ,         
3491,T,190409,105841,40.714631N,73.940096W,2    ,31  ,94 ,         
3492,T,190409,105842,40.714629N,73.939993W,2    ,28  ,93 ,         
3493,T,190409,105843,40.714621N,73.939893W,2    ,27  ,93 ,         
3494,T,190409,105844,40.714616N,73.939803W,2    ,26  ,94 ,         
3495,T,190409,105845,40.714606N,73.939718W,2    ,26  ,101,         
3496,T,190409,105846,40.714598N,73.939636W,2    ,23  ,100,         
3497,T,190409,105847,40.714599N,73.939571W,2    ,17  ,100,         
3498,T,190409,105848,40.714598N,73.939519W,2    ,13  ,96 ,         
3499,T,190409,105849,40.714596N,73.939486W,2    ,8   ,93 ,         
3500,T,190409,105850,40.714596N,73.939464W,2    ,4   ,93 ,         
3501,T,190409,105851,40.714595N,73.939453W,2    ,0   ,93 ,         
3502,T,190409,105852,40.714593N,73.939444W,2    ,0   ,93 ,         
3503,T,190409,105853,40.714591N,73.939443W,2    ,0   ,93 ,         
3504,T,190409,105854,40.714591N,73.939446W,2    ,0   ,93 ,         
3505,T,190409,105855,40.714591N,73.939448W,2    ,0   ,93 ,         
3506,T,190409,105856,40.714589N,73.939451W,2    ,0   ,93 ,         
3507,T,190409,105857,40.714589N,73.939453W,2    ,0   ,93 ,         
3508,T,190409,105858,40.714589N,73.939453W,2    ,0   ,93 ,         
3509,T,190409,105859,40.714589N,73.939453W,2    ,0   ,93 ,         
3510,T,190409,105900,40.714589N,73.939453W,2    ,0   ,93 ,         
3511,T,190409,105901,40.714589N,73.939453W,2    ,0   ,93 ,         
3512,T,190409,105902,40.714589N,73.939453W,2    ,0   ,93 ,         
3513,T,190409,105903,40.714589N,73.939453W,2    ,0   ,93 ,         
3514,T,190409,105904,40.714589N,73.939453W,2    ,0   ,93 ,         
3515,T,190409,105905,40.714589N,73.939453W,2    ,0   ,93 ,         
3516,T,190409,105906,40.714589N,73.939453W,2    ,0   ,93 ,         
3517,T,190409,105907,40.714589N,73.939453W,2    ,0   ,93 ,         
3518,T,190409,105908,40.714589N,73.939453W,2    ,0   ,93 ,         
3519,T,190409,105909,40.714589N,73.939453W,2    ,0   ,93 ,         
3520,T,190409,105910,40.714589N,73.939453W,2    ,0   ,93 ,         
3521,T,190409,105911,40.714589N,73.939453W,2    ,0   ,93 ,         
3522,T,190409,105912,40.714589N,73.939453W,2    ,0   ,93 ,         
3523,T,190409,105913,40.714589N,73.939453W,2    ,0   ,93 ,         
3524,T,190409,105914,40.714589N,73.939453W,2    ,0   ,93 ,         
3525,T,190409,105915,40.714589N,73.939453W,2    ,0   ,93 ,         
3526,T,190409,105916,40.714591N,73.939444W,2    ,4   ,91 ,         
3527,T,190409,105917,40.714589N,73.939413W,2    ,7   ,87 ,         
3528,T,190409,105918,40.714589N,73.939366W,2    ,11  ,94 ,         
3529,T,190409,105919,40.714586N,73.939313W,3    ,13  ,95 ,         
3530,T,190409,105920,40.714581N,73.939258W,3    ,14  ,95 ,         
3531,T,190409,105921,40.714578N,73.939203W,3    ,15  ,94 ,         
3532,T,190409,105922,40.71458N,73.939145W,3    ,18  ,94 ,         
3533,T,190409,105923,40.714588N,73.939081W,3    ,19  ,91 ,         
3534,T,190409,105924,40.714595N,73.939013W,3    ,20  ,90 ,         
3535,T,190409,105925,40.714598N,73.938946W,4    ,20  ,91 ,         
3536,T,190409,105926,40.714606N,73.93888W,4    ,20  ,90 ,         
3537,T,190409,105927,40.714605N,73.938806W,4    ,23  ,91 ,         
3538,T,190409,110313,40.714681N,73.938795W,15   ,22  ,281,         
3539,T,190409,110314,40.714673N,73.938881W,15   ,25  ,280,         
3540,T,190409,110315,40.714673N,73.938976W,16   ,29  ,280,         
3541,T,190409,110316,40.714678N,73.939084W,16   ,34  ,279,         
3542,T,190409,110317,40.714679N,73.939208W,16   ,38  ,278,         
3543,T,190409,110318,40.714681N,73.939343W,17   ,40  ,276,         
3544,T,190409,110319,40.714685N,73.939483W,17   ,42  ,274,         
3545,T,190409,110320,40.714686N,73.939626W,18   ,43  ,272,         
3546,T,190409,110321,40.714691N,73.939768W,18   ,42  ,271,         
3547,T,190409,110322,40.714691N,73.939911W,19   ,42  ,271,         
3548,T,190409,110323,40.714701N,73.940048W,19   ,40  ,272,         
3549,T,190409,110324,40.714711N,73.940178W,20   ,39  ,274,         
3550,T,190409,110325,40.714716N,73.940313W,21   ,40  ,275,         
3551,T,190409,110326,40.714721N,73.940441W,22   ,37  ,276,         
3552,T,190409,110327,40.714721N,73.940564W,23   ,37  ,276,         
3553,T,190409,110328,40.714721N,73.940686W,24   ,36  ,275,         
3554,T,190409,110329,40.714724N,73.940808W,25   ,36  ,274,         
3555,T,190409,110330,40.714726N,73.940931W,25   ,36  ,273,         
3556,T,190409,110331,40.714724N,73.941059W,26   ,37  ,273,         
3557,T,190409,110332,40.714724N,73.941188W,26   ,37  ,272,         
3558,T,190409,110333,40.714726N,73.941314W,26   ,36  ,273,         
3559,T,190409,110334,40.71473N,73.941436W,27   ,34  ,273,         
3560,T,190409,110335,40.71474N,73.941548W,27   ,33  ,274,         
3561,T,190409,110336,40.71475N,73.941656W,28   ,31  ,275,         
3562,T,190409,110337,40.714758N,73.941751W,28   ,26  ,275,         
